,user_id,item_id,rate,tconst,movie_node_id,user_node_id
109,707,242,4,tt0116790,1490,109
110,894,242,4,tt0116790,1490,110
111,675,242,4,tt0116790,1490,111
112,305,242,5,tt0116790,1490,112
113,845,242,4,tt0116790,1490,113
114,500,242,3,tt0116790,1490,114
115,720,242,4,tt0116790,1490,115
116,721,242,3,tt0116790,1490,116
117,186,302,3,tt0119488,74,117
118,191,302,4,tt0119488,74,118
119,49,302,4,tt0119488,74,119
120,54,302,4,tt0119488,74,120
121,62,302,3,tt0119488,74,121
122,206,302,5,tt0119488,74,78
123,197,302,3,tt0119488,74,122
124,214,302,4,tt0119488,74,123
125,190,302,5,tt0119488,74,124
126,303,302,4,tt0119488,74,125
127,181,302,2,tt0119488,74,44
128,154,302,4,tt0119488,74,3
129,31,302,4,tt0119488,74,126
130,305,302,4,tt0119488,74,112
131,178,302,4,tt0119488,74,127
132,102,302,3,tt0119488,74,128
133,100,302,4,tt0119488,74,129
134,144,302,3,tt0119488,74,29
135,13,302,5,tt0119488,74,99
136,315,302,5,tt0119488,74,130
137,88,302,3,tt0119488,74,131
138,282,302,5,tt0119488,74,132
139,334,302,5,tt0119488,74,133
140,208,302,1,tt0119488,74,134
141,112,302,4,tt0119488,74,135
142,277,302,4,tt0119488,74,136
143,145,302,4,tt0119488,74,26
144,392,302,5,tt0119488,74,137
145,276,302,5,tt0119488,74,138
146,360,302,4,tt0119488,74,16
147,126,302,4,tt0119488,74,139
148,319,302,4,tt0119488,74,140
149,47,302,5,tt0119488,74,141
150,146,302,4,tt0119488,74,142
151,378,302,5,tt0119488,74,143
152,131,302,5,tt0119488,74,36
153,171,302,4,tt0119488,74,144
154,201,302,4,tt0119488,74,8
155,192,302,5,tt0119488,74,145
156,345,302,5,tt0119488,74,146
157,204,302,5,tt0119488,74,25
158,107,302,4,tt0119488,74,147
159,222,302,3,tt0119488,74,148
160,433,302,5,tt0119488,74,149
161,229,302,5,tt0119488,74,150
162,339,302,4,tt0119488,74,151
163,427,302,4,tt0119488,74,152
164,29,302,4,tt0119488,74,153
165,420,302,4,tt0119488,74,154
166,43,302,4,tt0119488,74,155
167,268,302,5,tt0119488,74,156
168,241,302,3,tt0119488,74,157
169,397,302,5,tt0119488,74,158
170,383,302,4,tt0119488,74,159
171,346,302,3,tt0119488,74,160
172,461,302,3,tt0119488,74,62
173,418,302,2,tt0119488,74,161
174,405,302,4,tt0119488,74,162
175,179,302,4,tt0119488,74,163
176,362,302,5,tt0119488,74,164
177,10,302,4,tt0119488,74,165
178,90,302,5,tt0119488,74,80
179,297,302,4,tt0119488,74,166
180,425,302,5,tt0119488,74,167
181,413,302,2,tt0119488,74,168
182,149,302,4,tt0119488,74,169
183,430,302,4,tt0119488,74,170
184,232,302,5,tt0119488,74,171
185,104,302,5,tt0119488,74,172
186,285,302,5,tt0119488,74,173
187,129,302,4,tt0119488,74,57
188,26,302,5,tt0119488,74,174
189,514,302,5,tt0119488,74,175
190,15,302,4,tt0119488,74,176
191,293,302,4,tt0119488,74,177
192,489,302,5,tt0119488,74,178
193,421,302,4,tt0119488,74,179
194,343,302,4,tt0119488,74,180
195,498,302,3,tt0119488,74,181
196,460,302,4,tt0119488,74,55
197,390,302,5,tt0119488,74,182
198,173,302,5,tt0119488,74,15
199,140,302,4,tt0119488,74,183
200,269,302,3,tt0119488,74,184
201,322,302,5,tt0119488,74,185
202,567,302,4,tt0119488,74,186
203,466,302,5,tt0119488,74,187
204,446,302,4,tt0119488,74,188
205,404,302,4,tt0119488,74,189
206,408,302,5,tt0119488,74,105
207,299,302,4,tt0119488,74,190
208,116,302,3,tt0119488,74,191
209,532,302,5,tt0119488,74,38
210,507,302,5,tt0119488,74,192
211,423,302,5,tt0119488,74,193
212,569,302,4,tt0119488,74,194
213,352,302,4,tt0119488,74,195
214,512,302,4,tt0119488,74,196
215,634,302,5,tt0119488,74,197
216,3,302,2,tt0119488,74,198
217,375,302,5,tt0119488,74,199
218,561,302,4,tt0119488,74,200
219,450,302,5,tt0119488,74,201
220,63,302,3,tt0119488,74,1
221,628,302,5,tt0119488,74,75
222,570,302,4,tt0119488,74,202
223,105,302,5,tt0119488,74,203
224,555,302,3,tt0119488,74,204
225,548,302,4,tt0119488,74,205
226,6,302,4,tt0119488,74,68
227,574,302,4,tt0119488,74,96
228,509,302,5,tt0119488,74,206
229,414,302,5,tt0119488,74,207
230,94,302,4,tt0119488,74,208
231,139,302,3,tt0119488,74,74
232,531,302,5,tt0119488,74,209
233,515,302,3,tt0119488,74,210
234,367,302,5,tt0119488,74,211
235,14,302,5,tt0119488,74,18
236,685,302,3,tt0119488,74,212
237,111,302,5,tt0119488,74,22
238,707,302,4,tt0119488,74,109
239,697,302,5,tt0119488,74,56
240,666,302,5,tt0119488,74,213
241,331,302,5,tt0119488,74,20
242,543,302,4,tt0119488,74,214
243,384,302,5,tt0119488,74,215
244,683,302,5,tt0119488,74,216
245,327,302,3,tt0119488,74,217
246,721,302,3,tt0119488,74,116
247,431,302,3,tt0119488,74,218
248,520,302,3,tt0119488,74,47
249,762,302,5,tt0119488,74,219
250,16,302,5,tt0119488,74,220
251,490,302,4,tt0119488,74,221
252,464,302,5,tt0119488,74,222
253,134,302,2,tt0119488,74,223
254,640,302,5,tt0119488,74,224
255,619,302,4,tt0119488,74,225
256,52,302,4,tt0119488,74,226
257,717,302,5,tt0119488,74,227
258,74,302,4,tt0119488,74,228
259,69,302,4,tt0119488,74,229
260,271,302,5,tt0119488,74,7
261,364,302,4,tt0119488,74,230
262,177,302,4,tt0119488,74,231
263,704,302,4,tt0119488,74,232
264,401,302,3,tt0119488,74,233
265,474,302,5,tt0119488,74,234
266,207,302,4,tt0119488,74,54
267,655,302,4,tt0119488,74,88
268,758,302,5,tt0119488,74,97
269,818,302,5,tt0119488,74,235
270,284,302,4,tt0119488,74,236
271,473,302,4,tt0119488,74,76
272,669,302,4,tt0119488,74,237
273,720,302,5,tt0119488,74,115
274,788,302,4,tt0119488,74,238
275,216,302,5,tt0119488,74,239
276,747,302,5,tt0119488,74,240
277,853,302,4,tt0119488,74,241
278,755,302,4,tt0119488,74,242
279,151,302,3,tt0119488,74,243
280,328,302,4,tt0119488,74,244
281,828,302,4,tt0119488,74,245
282,445,302,1,tt0119488,74,246
283,329,302,5,tt0119488,74,247
284,838,302,4,tt0119488,74,248
285,664,302,4,tt0119488,74,249
286,894,302,4,tt0119488,74,110
287,388,302,5,tt0119488,74,250
288,733,302,4,tt0119488,74,64
289,808,302,5,tt0119488,74,251
290,871,302,5,tt0119488,74,104
291,889,302,4,tt0119488,74,252
292,370,302,5,tt0119488,74,253
293,399,302,4,tt0119488,74,254
294,389,302,5,tt0119488,74,255
295,463,302,5,tt0119488,74,28
296,751,302,4,tt0119488,74,256
297,448,302,5,tt0119488,74,257
298,833,302,3,tt0119488,74,258
299,158,302,4,tt0119488,74,259
300,592,302,5,tt0119488,74,70
301,787,302,3,tt0119488,74,260
302,676,302,5,tt0119488,74,261
303,713,302,4,tt0119488,74,262
304,775,302,3,tt0119488,74,263
305,865,302,5,tt0119488,74,264
306,696,302,5,tt0119488,74,265
307,428,302,5,tt0119488,74,102
308,809,302,5,tt0119488,74,266
309,870,302,4,tt0119488,74,267
310,458,302,5,tt0119488,74,268
311,896,302,2,tt0119488,74,269
312,866,302,2,tt0119488,74,82
313,743,302,5,tt0119488,74,108
314,422,302,3,tt0119488,74,270
315,913,302,4,tt0119488,74,271
316,416,302,5,tt0119488,74,41
317,740,302,5,tt0119488,74,59
318,210,302,5,tt0119488,74,272
319,744,302,5,tt0119488,74,273
320,802,302,4,tt0119488,74,274
321,451,302,3,tt0119488,74,37
322,615,302,4,tt0119488,74,275
323,605,302,4,tt0119488,74,276
324,535,302,3,tt0119488,74,277
325,547,302,5,tt0119488,74,278
326,827,302,4,tt0119488,74,279
327,782,302,3,tt0119488,74,280
328,752,302,5,tt0119488,74,281
329,526,302,5,tt0119488,74,282
330,363,302,5,tt0119488,74,283
331,656,302,3,tt0119488,74,284
332,71,302,3,tt0119488,74,285
333,845,302,3,tt0119488,74,113
334,920,302,4,tt0119488,74,286
335,249,302,4,tt0119488,74,67
336,657,302,2,tt0119488,74,287
337,819,302,5,tt0119488,74,288
338,905,302,5,tt0119488,74,289
339,480,302,4,tt0119488,74,290
340,854,302,3,tt0119488,74,291
341,524,302,5,tt0119488,74,292
342,934,302,4,tt0119488,74,293
343,240,302,5,tt0119488,74,84
344,537,302,4,tt0119488,74,40
345,801,302,4,tt0119488,74,294
346,485,302,5,tt0119488,74,95
347,902,302,3,tt0119488,74,295
348,624,302,4,tt0119488,74,50
349,626,302,4,tt0119488,74,296
350,860,302,4,tt0119488,74,297
351,556,302,4,tt0119488,74,298
352,454,302,4,tt0119488,74,299
353,724,302,3,tt0119488,74,100
354,851,302,5,tt0119488,74,300
355,560,302,5,tt0119488,74,301
356,48,302,4,tt0119488,74,302
357,654,302,5,tt0119488,74,303
358,668,302,5,tt0119488,74,304
359,564,302,3,tt0119488,74,305
360,115,302,4,tt0119488,74,306
361,278,302,3,tt0119488,74,307
362,791,302,4,tt0119488,74,308
363,688,302,5,tt0119488,74,309
364,587,302,3,tt0119488,74,310
365,883,302,5,tt0119488,74,311
366,863,302,4,tt0119488,74,79
367,770,302,2,tt0119488,74,312
368,880,302,5,tt0119488,74,313
369,806,302,4,tt0119488,74,314
370,160,302,5,tt0119488,74,315
371,846,302,5,tt0119488,74,316
372,926,302,4,tt0119488,74,317
373,617,302,4,tt0119488,74,48
374,940,302,4,tt0119488,74,318
375,695,302,4,tt0119488,74,77
376,745,302,4,tt0119488,74,319
377,877,302,2,tt0119488,74,320
378,784,302,5,tt0119488,74,321
379,40,302,3,tt0119488,74,58
380,651,302,5,tt0119488,74,52
381,841,302,5,tt0119488,74,322
382,842,302,5,tt0119488,74,323
383,393,302,4,tt0119488,74,324
384,39,302,5,tt0119488,74,325
385,380,302,5,tt0119488,74,326
386,836,302,5,tt0119488,74,327
387,781,302,5,tt0119488,74,328
388,875,302,5,tt0119488,74,329
389,820,302,5,tt0119488,74,330
390,616,302,5,tt0119488,74,331
391,915,302,4,tt0119488,74,332
392,772,302,5,tt0119488,74,333
393,2,302,5,tt0119488,74,31
394,185,302,4,tt0119488,74,334
395,903,302,4,tt0119488,74,335
396,332,302,5,tt0119488,74,336
397,611,302,5,tt0119488,74,337
398,467,302,4,tt0119488,74,338
399,544,302,5,tt0119488,74,339
400,486,302,5,tt0119488,74,98
401,812,302,3,tt0119488,74,340
402,551,302,3,tt0119488,74,341
403,919,302,4,tt0119488,74,342
404,475,302,3,tt0119488,74,343
405,931,302,4,tt0119488,74,344
406,710,302,4,tt0119488,74,345
407,147,302,4,tt0119488,74,346
408,673,302,3,tt0119488,74,66
409,874,302,5,tt0119488,74,347
410,635,302,4,tt0119488,74,348
411,344,302,5,tt0119488,74,349
412,417,302,3,tt0119488,74,30
413,898,302,4,tt0119488,74,90
414,22,377,1,tt0110006,176,350
415,5,377,1,tt0110006,176,351
416,314,377,3,tt0110006,176,352
417,13,377,1,tt0110006,176,99
418,222,377,1,tt0110006,176,148
419,393,377,3,tt0110006,176,324
420,405,377,1,tt0110006,176,162
421,468,377,2,tt0110006,176,353
422,846,377,2,tt0110006,176,316
423,642,377,3,tt0110006,176,354
424,798,377,3,tt0110006,176,355
425,705,377,4,tt0110006,176,356
426,648,377,3,tt0110006,176,357
427,244,51,2,tt0110322,1118,358
428,85,51,2,tt0110322,1118,359
429,201,51,2,tt0110322,1118,8
430,198,51,3,tt0110322,1118,360
431,330,51,5,tt0110322,1118,361
432,194,51,4,tt0110322,1118,362
433,1,51,4,tt0110322,1118,14
434,230,51,4,tt0110322,1118,363
435,236,51,5,tt0110322,1118,364
436,56,51,3,tt0110322,1118,365
437,152,51,4,tt0110322,1118,366
438,256,51,4,tt0110322,1118,367
439,16,51,4,tt0110322,1118,220
440,137,51,1,tt0110322,1118,368
441,145,51,3,tt0110322,1118,26
442,345,51,5,tt0110322,1118,146
443,224,51,4,tt0110322,1118,369
444,151,51,4,tt0110322,1118,243
445,72,51,4,tt0110322,1118,370
446,416,51,5,tt0110322,1118,41
447,11,51,4,tt0110322,1118,371
448,43,51,1,tt0110322,1118,155
449,13,51,3,tt0110322,1118,99
450,59,51,5,tt0110322,1118,372
451,454,51,2,tt0110322,1118,299
452,269,51,2,tt0110322,1118,184
453,468,51,3,tt0110322,1118,353
454,405,51,1,tt0110322,1118,162
455,561,51,3,tt0110322,1118,200
456,504,51,4,tt0110322,1118,373
457,184,51,4,tt0110322,1118,374
458,7,51,2,tt0110322,1118,375
459,301,51,4,tt0110322,1118,376
460,437,51,1,tt0110322,1118,377
461,532,51,5,tt0110322,1118,38
462,417,51,3,tt0110322,1118,30
463,655,51,2,tt0110322,1118,88
464,639,51,2,tt0110322,1118,45
465,92,51,4,tt0110322,1118,378
466,276,51,3,tt0110322,1118,138
467,484,51,4,tt0110322,1118,379
468,472,51,5,tt0110322,1118,380
469,682,51,5,tt0110322,1118,381
470,450,51,4,tt0110322,1118,201
471,393,51,4,tt0110322,1118,324
472,222,51,3,tt0110322,1118,148
473,586,51,4,tt0110322,1118,382
474,788,51,4,tt0110322,1118,238
475,627,51,5,tt0110322,1118,383
476,588,51,4,tt0110322,1118,384
477,95,51,4,tt0110322,1118,385
478,271,51,4,tt0110322,1118,7
479,690,51,3,tt0110322,1118,386
480,457,51,5,tt0110322,1118,387
481,178,51,4,tt0110322,1118,127
482,870,51,2,tt0110322,1118,267
483,593,51,3,tt0110322,1118,388
484,899,51,1,tt0110322,1118,389
485,916,51,2,tt0110322,1118,390
486,311,51,4,tt0110322,1118,391
487,642,51,5,tt0110322,1118,354
488,268,51,3,tt0110322,1118,156
489,790,51,3,tt0110322,1118,392
490,721,51,4,tt0110322,1118,116
491,943,51,1,tt0110322,1118,393
492,94,51,3,tt0110322,1118,208
493,610,51,5,tt0110322,1118,394
494,881,51,5,tt0110322,1118,395
495,293,51,3,tt0110322,1118,177
496,867,51,3,tt0110322,1118,396
497,712,51,3,tt0110322,1118,397
498,328,51,3,tt0110322,1118,244
499,922,51,4,tt0110322,1118,398
500,320,51,5,tt0110322,1118,399
501,896,51,2,tt0110322,1118,269
502,378,51,3,tt0110322,1118,143
503,551,51,5,tt0110322,1118,341
504,632,51,4,tt0110322,1118,400
505,846,51,4,tt0110322,1118,316
506,711,51,4,tt0110322,1118,401
507,878,51,4,tt0110322,1118,402
508,166,346,1,tt0119396,243,403
509,271,346,4,tt0119396,243,7
510,197,346,3,tt0119396,243,122
511,94,346,4,tt0119396,243,208
512,293,346,3,tt0119396,243,177
513,71,346,4,tt0119396,243,285
514,125,346,1,tt0119396,243,404
515,99,346,4,tt0119396,243,405
516,130,346,4,tt0119396,243,406
517,287,346,5,tt0119396,243,407
518,145,346,5,tt0119396,243,26
519,235,346,4,tt0119396,243,408
520,294,346,3,tt0119396,243,409
521,156,346,3,tt0119396,243,410
522,363,346,4,tt0119396,243,283
523,284,346,4,tt0119396,243,236
524,179,346,3,tt0119396,243,163
525,146,346,4,tt0119396,243,142
526,269,346,2,tt0119396,243,184
527,49,346,4,tt0119396,243,119
528,104,346,3,tt0119396,243,172
529,214,346,3,tt0119396,243,123
530,288,346,5,tt0119396,243,411
531,116,346,4,tt0119396,243,191
532,299,346,3,tt0119396,243,190
533,334,346,5,tt0119396,243,133
534,133,346,3,tt0119396,243,412
535,126,346,3,tt0119396,243,139
536,392,346,4,tt0119396,243,137
537,458,346,4,tt0119396,243,268
538,511,346,4,tt0119396,243,413
539,416,346,4,tt0119396,243,41
540,474,346,5,tt0119396,243,234
541,526,346,3,tt0119396,243,282
542,546,346,5,tt0119396,243,414
543,414,346,5,tt0119396,243,207
544,285,346,4,tt0119396,243,173
545,241,346,3,tt0119396,243,157
546,385,346,3,tt0119396,243,415
547,561,346,5,tt0119396,243,200
548,425,346,5,tt0119396,243,167
549,624,346,3,tt0119396,243,50
550,445,346,5,tt0119396,243,246
551,142,346,5,tt0119396,243,416
552,542,346,3,tt0119396,243,417
553,631,346,4,tt0119396,243,418
554,221,346,5,tt0119396,243,419
555,456,346,5,tt0119396,243,420
556,646,346,2,tt0119396,243,421
557,353,346,4,tt0119396,243,422
558,171,346,4,tt0119396,243,144
559,206,346,5,tt0119396,243,78
560,665,346,2,tt0119396,243,423
561,149,346,4,tt0119396,243,169
562,397,346,4,tt0119396,243,158
563,201,346,4,tt0119396,243,8
564,418,346,2,tt0119396,243,161
565,702,346,1,tt0119396,243,424
566,276,346,4,tt0119396,243,138
567,141,346,1,tt0119396,243,425
568,466,346,3,tt0119396,243,187
569,532,346,5,tt0119396,243,38
570,655,346,4,tt0119396,243,88
571,13,346,4,tt0119396,243,99
572,657,346,4,tt0119396,243,287
573,656,346,3,tt0119396,243,284
574,369,346,4,tt0119396,243,426
575,319,346,3,tt0119396,243,140
576,724,346,1,tt0119396,243,100
577,54,346,4,tt0119396,243,120
578,783,346,5,tt0119396,243,427
579,782,346,2,tt0119396,243,280
580,695,346,5,tt0119396,243,77
581,537,346,3,tt0119396,243,40
582,619,346,3,tt0119396,243,225
583,551,346,4,tt0119396,243,341
584,595,346,4,tt0119396,243,428
585,611,346,5,tt0119396,243,337
586,389,346,4,tt0119396,243,255
587,548,346,4,tt0119396,243,205
588,616,346,3,tt0119396,243,331
589,112,346,5,tt0119396,243,135
590,871,346,3,tt0119396,243,104
591,482,346,3,tt0119396,243,429
592,322,346,3,tt0119396,243,185
593,640,346,4,tt0119396,243,224
594,592,346,4,tt0119396,243,70
595,752,346,4,tt0119396,243,281
596,894,346,4,tt0119396,243,110
597,574,346,4,tt0119396,243,96
598,880,346,5,tt0119396,243,313
599,758,346,2,tt0119396,243,97
600,489,346,5,tt0119396,243,178
601,485,346,4,tt0119396,243,95
602,863,346,5,tt0119396,243,79
603,845,346,3,tt0119396,243,113
604,851,346,5,tt0119396,243,300
605,883,346,4,tt0119396,243,311
606,819,346,5,tt0119396,243,288
607,710,346,4,tt0119396,243,345
608,818,346,4,tt0119396,243,235
609,920,346,4,tt0119396,243,286
610,557,346,2,tt0119396,243,430
611,834,346,3,tt0119396,243,431
612,578,346,3,tt0119396,243,432
613,805,346,4,tt0119396,243,433
614,874,346,3,tt0119396,243,347
615,40,346,2,tt0119396,243,58
616,915,346,2,tt0119396,243,332
617,833,346,5,tt0119396,243,258
618,544,346,4,tt0119396,243,339
619,100,346,3,tt0119396,243,129
620,913,346,3,tt0119396,243,271
621,936,346,4,tt0119396,243,434
622,903,346,3,tt0119396,243,335
623,682,346,2,tt0119396,243,381
624,784,346,4,tt0119396,243,321
625,683,346,4,tt0119396,243,216
626,768,346,3,tt0119396,243,435
627,339,346,5,tt0119396,243,151
628,519,346,4,tt0119396,243,436
629,462,346,1,tt0119396,243,437
630,729,346,1,tt0119396,243,438
631,3,346,5,tt0119396,243,198
632,808,346,5,tt0119396,243,251
633,828,346,4,tt0119396,243,245
634,298,474,4,tt0057012,897,439
635,77,474,5,tt0057012,897,440
636,276,474,5,tt0057012,897,138
637,318,474,4,tt0057012,897,441
638,14,474,4,tt0057012,897,18
639,188,474,4,tt0057012,897,442
640,248,474,2,tt0057012,897,443
641,60,474,5,tt0057012,897,444
642,327,474,3,tt0057012,897,217
643,73,474,5,tt0057012,897,445
644,269,474,4,tt0057012,897,184
645,213,474,2,tt0057012,897,446
646,95,474,4,tt0057012,897,385
647,334,474,3,tt0057012,897,133
648,215,474,4,tt0057012,897,447
649,235,474,5,tt0057012,897,408
650,325,474,5,tt0057012,897,448
651,272,474,5,tt0057012,897,449
652,343,474,5,tt0057012,897,180
653,76,474,5,tt0057012,897,450
654,96,474,4,tt0057012,897,451
655,321,474,4,tt0057012,897,452
656,293,474,5,tt0057012,897,177
657,385,474,5,tt0057012,897,415
658,118,474,5,tt0057012,897,453
659,382,474,5,tt0057012,897,454
660,268,474,5,tt0057012,897,156
661,290,474,3,tt0057012,897,455
662,44,474,4,tt0057012,897,456
663,383,474,5,tt0057012,897,159
664,267,474,5,tt0057012,897,457
665,189,474,5,tt0057012,897,458
666,312,474,5,tt0057012,897,459
667,373,474,3,tt0057012,897,460
668,391,474,5,tt0057012,897,461
669,250,474,5,tt0057012,897,462
670,307,474,5,tt0057012,897,463
671,421,474,4,tt0057012,897,179
672,363,474,5,tt0057012,897,283
673,232,474,5,tt0057012,897,171
674,380,474,4,tt0057012,897,326
675,328,474,4,tt0057012,897,244
676,10,474,4,tt0057012,897,165
677,125,474,3,tt0057012,897,404
678,279,474,5,tt0057012,897,107
679,301,474,4,tt0057012,897,376
680,41,474,5,tt0057012,897,464
681,154,474,5,tt0057012,897,3
682,90,474,5,tt0057012,897,80
683,313,474,5,tt0057012,897,465
684,465,474,3,tt0057012,897,466
685,487,474,4,tt0057012,897,467
686,474,474,5,tt0057012,897,234
687,457,474,5,tt0057012,897,387
688,409,474,5,tt0057012,897,468
689,239,474,5,tt0057012,897,60
690,488,474,2,tt0057012,897,469
691,498,474,4,tt0057012,897,181
692,25,474,4,tt0057012,897,470
693,389,474,5,tt0057012,897,255
694,18,474,4,tt0057012,897,89
695,406,474,5,tt0057012,897,471
696,234,474,4,tt0057012,897,17
697,425,474,4,tt0057012,897,167
698,160,474,4,tt0057012,897,315
699,299,474,5,tt0057012,897,190
700,435,474,3,tt0057012,897,472
701,339,474,4,tt0057012,897,151
702,450,474,5,tt0057012,897,201
703,417,474,4,tt0057012,897,30
704,454,474,4,tt0057012,897,299
705,124,474,3,tt0057012,897,473
706,521,474,3,tt0057012,897,474
707,338,474,4,tt0057012,897,475
708,151,474,5,tt0057012,897,243
709,545,474,3,tt0057012,897,476
710,92,474,4,tt0057012,897,378
711,524,474,4,tt0057012,897,292
712,58,474,4,tt0057012,897,477
713,527,474,3,tt0057012,897,478
714,568,474,5,tt0057012,897,65
715,297,474,4,tt0057012,897,166
716,553,474,5,tt0057012,897,479
717,433,474,3,tt0057012,897,149
718,303,474,5,tt0057012,897,125
719,640,474,4,tt0057012,897,224
720,148,474,5,tt0057012,897,480
721,59,474,5,tt0057012,897,372
722,194,474,4,tt0057012,897,362
723,508,474,5,tt0057012,897,481
724,686,474,5,tt0057012,897,482
725,653,474,4,tt0057012,897,483
726,82,474,3,tt0057012,897,484
727,666,474,5,tt0057012,897,213
728,398,474,4,tt0057012,897,485
729,114,474,5,tt0057012,897,486
730,543,474,5,tt0057012,897,214
731,237,474,5,tt0057012,897,487
732,456,474,5,tt0057012,897,420
733,271,474,3,tt0057012,897,7
734,536,474,5,tt0057012,897,488
735,458,474,4,tt0057012,897,268
736,387,474,5,tt0057012,897,489
737,655,474,3,tt0057012,897,88
738,144,474,4,tt0057012,897,29
739,645,474,5,tt0057012,897,490
740,781,474,5,tt0057012,897,328
741,747,474,5,tt0057012,897,240
742,499,474,4,tt0057012,897,491
743,62,474,4,tt0057012,897,121
744,7,474,5,tt0057012,897,375
745,469,474,5,tt0057012,897,492
746,748,474,4,tt0057012,897,493
747,426,474,4,tt0057012,897,494
748,607,474,4,tt0057012,897,495
749,567,474,5,tt0057012,897,186
750,537,474,5,tt0057012,897,40
751,862,474,5,tt0057012,897,496
752,776,474,5,tt0057012,897,497
753,757,474,3,tt0057012,897,498
754,843,474,3,tt0057012,897,499
755,6,474,5,tt0057012,897,68
756,561,474,5,tt0057012,897,200
757,758,474,5,tt0057012,897,97
758,788,474,3,tt0057012,897,238
759,796,474,2,tt0057012,897,500
760,738,474,4,tt0057012,897,501
761,868,474,4,tt0057012,897,502
762,875,474,5,tt0057012,897,329
